taxa	taxonomy	081A	082A	083A	084A	085A	086A	091A	093A	094A	098A	099A	100A	101A	107A	108A	109A	10A	116A	118A	119A	11A	120A	13A	15A	18A	1A	20A	21A	24A	25A	28A	29A	31A	34A	35A	37A	39A	3A	6A	7A
Syntrophobacteraceae	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae	11	0	1	7	1	1	5	1	0	9	1	11	4	4	4	15	5	19	3	25	2	6	5	2	2	6	3	1	5	5	4	3	2	0	9	3	6	11	0	1
Campylobacteraceae	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	324	451	256	238	532	1999	923	403	1986	1816	252	285	1038	830	523	778	1012	911	781	521	204	97	225	222	774	696	205	239	1050	292	222	161	101	1094	60	454	225	338	178	1752
Helicobacteraceae	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	33	29	4	19	5	19	26	23	40	11	16	16	6	4	18	16	37	27	13	25	5	29	29	12	23	16	9	24	12	19	13	2	12	16	5	6	17	6	13	12
Nautiliaceae	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales|f__Nautiliaceae	7	0	0	1	0	5	2	2	0	2	1	1	3	2	3	4	1	9	1	5	3	7	6	1	1	1	1	3	2	0	1	1	0	3	7	1	18	2	8	0
Acidithiobacillaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidithiobacillales|f__Acidithiobacillaceae	3	11	8	6	2	1	8	4	1	8	2	10	7	0	6	1	11	5	12	3	4	11	1	4	23	12	5	15	12	2	1	20	6	5	5	8	15	5	12	3
Aeromonadaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	46	21	39	72	49	20	90	55	36	95	16	136	42	58	97	264	113	85	102	81	57	620	66	70	85	241	82	50	79	36	116	202	46	103	327	271	13	79	48	112
Alteromonadaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	29250	29591	67	75	54	43	85	92	76	92	47	118	85	70	62	144	42	27782	37210	22214	61	29043	27	47	37	123	74	38	77	39	76	96	51	57	123	113	38	48	52	24
Colwelliaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	0	4	2	26	1	1	0	0	0	47	0	43	7	38	28	63	3	0	2	0	3	20	1	16	40	80	2	0	0	0	5	4	10	38	1	52	4	0	1	20
Ferrimonadaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Ferrimonadaceae	17	14	40	13	7	7	5	24	25	34	0	67	34	6	11	41	11	2	1	22	15	23	21	14	85	15	1	15	29	17	16	9	9	15	2	17	47	3	16	5
Idiomarinaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pseudoalteromonadaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	6	14	10	0	0	8	5	0	0	4	1	2	1	0	1	4	9	2	0	6	2	0	0	22	3	26	0	11	11	0	1	1	0	0	0	38	8	1	35	9
Psychromonadaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae	7	2	5	2	1	3	2	0	0	2	7	1	14	0	1	0	5	0	1	0	1	3	1	2	4	4	1	0	13	1	2	0	4	2	3	6	2	4	4	1
Shewanellaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae	61	12	39	33	11	13	14	47	17	42	5	8	27	11	28	64	24	68	49	16	141	25	7	46	42	120	44	76	42	28	130	88	180	19	134	203	74	7	42	45
Cardiobacteriaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	17	11	28	8	4	5	12	17	21	22	0	48	25	1	1	20	11	12	0	4	14	22	4	16	74	11	3	25	1	21	11	15	19	19	3	2	20	12	10	8
Chromatiaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae	24	17	8	56	16	1	14	19	3	63	9	44	34	41	32	29	36	10	16	50	19	45	15	45	56	36	21	36	77	10	10	29	21	12	15	18	11	21	10	7
Ectothiorhodospiraceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	56	24	32	20	12	8	74	5	7	56	13	165	23	24	50	36	47	9	3	42	30	45	22	39	60	60	14	33	108	4	23	41	25	50	25	30	29	34	45	25
Halothiobacillaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae	14	0	2	2	0	0	12	2	0	7	4	40	30	2	9	1	8	4	2	2	36	0	0	1	3	5	0	5	1	2	3	0	2	9	1	33	16	2	3	16
Enterobacteriaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	44717	10331	39968	828250	71074	85824	2907	30371	48389	40833	87443	21819	21536	3318294	2531628	291449	18914	50833	27176	1975228	74412	42436	14183	120399	1271	181484	87233	10748	13346	49724	2630	257192	26981	36354	619128	360178	31053	13679	55298	16925
Coxiellaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	13	0	3	0	0	0	0	0	0	0	3	0	0
Legionellaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0	2	1	0	0	0	0	1	1	0	0	3	0	0	2	1	1	0	1	0	0	2	2	0	0	4	0	0	0	1	1	0	0	0	0	3	0	0	2	3
Methylococcaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	15	3	4	9	2	2	5	17	3	7	3	10	4	8	1	19	15	7	4	16	12	12	7	2	11	6	6	10	16	4	3	3	4	4	6	4	20	4	14	8
Alcanivoracaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Alcanivoracaceae	9	2	1	2	2	1	1	0	7	4	1	9	2	1	7	4	8	2	0	1	3	14	0	5	3	15	0	5	7	1	0	4	2	2	5	2	6	0	0	2
Hahellaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Hahellaceae	0	0	9	1	0	0	0	2	0	5	0	4	1	0	0	2	0	0	2	1	0	0	0	12	1	1	3	0	5	1	7	0	1	0	2	0	0	3	0	0
Halomonadaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae	7	7	10	22	3	0	10	20	6	22	5	11	7	14	15	34	15	1	9	35	2	28	16	4	32	16	14	28	40	1	15	4	9	9	1	11	13	11	7	3
Oceanospirillaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae	2	1	6	34	1	7	4	0	0	22	0	35	1	24	1	5	4	0	1	5	2	4	4	16	23	34	0	0	1	0	1	2	9	35	2	24	3	3	0	23
Pasteurellaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	689	479	25366	164	327	10879	211	448	1607	939	3859	224	217	90	172	10444	14405	144	131	222	537	1391	2643	11212	214	5272	912	1910	458	726	941	2216	464	5069	1075	10709	191	721	200	2165
Moraxellaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae	4	8	132	149	3	4	6	20	10	23	4	24	0	6	57	86	5	2	3	2	13	13	12	41	21	36	14	11	30	15	6	12	16	13	189	170	23	12	13	21
Pseudomonadaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	240	72	62	295	237	30	131	76	96	204	49	262	100	112	228	436	222	61	65	202	187	232	267	266	305	276	200	231	302	116	212	187	166	144	707	674	217	214	109	171
Francisellaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae	14	5	7	16	2	4	14	2	2	8	4	10	17	10	7	19	5	3	9	10	6	8	2	10	11	22	3	14	17	9	3	8	8	10	11	22	14	2	18	6
Piscirickettsiaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	25	22	11	27	5	2	3	7	7	22	1	10	2	4	3	12	1	0	9	16	5	10	6	10	29	50	6	3	3	3	1	4	14	11	9	67	11	3	6	6
Vibrionaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	49	39	98	45	32	58	55	40	84	97	70	89	36	41	117	174	59	22	21	57	14	79	78	81	56	86	37	46	56	44	22	28	46	77	28	102	57	24	34	53
Xanthomonadaceae	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	165	39	13	14	36	12	48	33	18	44	15	124	56	20	83	63	64	22	34	33	112	52	29	36	70	58	27	157	86	31	71	34	34	65	230	54	60	52	18	53
Brachyspiraceae	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae	199	154	141	251	107	108	234	22	7	231	127	146	78	65	97	80	580	34	64	214	118	326	150	126	81	118	66	261	280	66	94	72	108	423	84	164	95	99	159	363
Leptospiraceae	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Leptospiraceae	10	0	0	4	1	1	2	0	1	3	0	0	1	2	2	9	1	0	0	0	3	4	1	6	3	1	2	0	10	2	8	6	1	3	2	6	2	2	2	7
Spirochaetaceae	d__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	5282	2143	97	204	93	87	1821	82	90	1996	2062	258	141	132	165	212	274	3555	5236	5469	135	4584	113	373	158	242	121	230	350	71	92	104	107	228	110	115	173	168	204	149
Synergistaceae	d__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	76	29	15	29	9	11	45	42	52	57	19	104	34	42	42	87	58	19	23	55	52	64	25	51	54	56	38	89	111	15	20	41	19	30	22	43	17	69	30	30
Acholeplasmataceae	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae	64	36	13	26	7	36	40	128	158	73	4	49	16	54	16	128	66	21	20	12	38	38	74	123	38	46	50	57	182	14	25	54	35	46	14	25	71	89	57	51
Entomoplasmataceae	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Entomoplasmataceae	2	2	0	3	0	0	1	0	0	2	0	0	1	2	0	1	1	0	0	2	1	0	1	4	0	2	0	3	9	2	2	3	0	0	0	1	2	7	2	2
Spiroplasmataceae	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Entomoplasmatales|f__Spiroplasmataceae	14	6	0	3	1	2	5	0	0	5	12	3	0	0	1	0	17	0	0	1	4	3	11	10	2	8	3	15	10	3	4	0	5	3	1	2	4	2	1	7
Mycoplasmataceae	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae	94	33	10	21	37	36	31	1	3	37	53	50	31	4	23	4	54	12	3	11	20	20	24	17	9	42	58	52	62	12	24	29	31	31	14	12	20	27	20	28
Thermodesulfobacteriaceae	d__Bacteria|p__Thermodesulfobacteria|c__Thermodesulfobacteria|o__Thermodesulfobacteriales|f__Thermodesulfobacteriaceae	10	3	2	2	0	0	0	1	6	2	0	1	0	1	0	2	1	0	2	0	0	3	2	0	0	0	0	0	1	6	0	0	2	0	2	1	17	2	0	1
Thermotogaceae	d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Thermotogaceae	25	12	1	10	6	13	9	14	27	42	21	8	2	11	1	11	22	4	3	13	19	13	2	26	2	26	5	16	10	8	34	13	2	5	29	47	22	14	26	12
Opitutaceae	d__Bacteria|p__Verrucomicrobia|c__Opitutae|f__Opitutaceae	12	1	1	5	1	2	14	1	4	19	1	56	23	1	14	3	18	11	10	13	2	8	1	7	5	9	6	8	36	3	12	14	13	11	14	13	1	19	4	2
Puniceicoccaceae	d__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Puniceicoccales|f__Puniceicoccaceae	2	3	1	2	0	0	0	8	0	1	0	0	1	0	0	2	2	14	5	2	0	4	0	35	2	1	0	3	9	1	0	17	2	0	0	8	2	8	0	0
Verrucomicrobiaceae	d__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	34	381	6	32	7676	33	1329	45	37	19623	13	46	85	15	14	27	3868	29	27	22	4	28	24	38	5193	1153	62	36	111667	13	10	51	55	30	100	22	52	19	23	11
Methylacidiphilaceae	d__Bacteria|p__Verrucomicrobia|o__Methylacidiphilales|f__Methylacidiphilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bromoviridae	d__Viruses|f__Bromoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inoviridae	d__Viruses|f__Inoviridae	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iridoviridae	d__Viruses|f__Iridoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Microviridae	d__Viruses|f__Microviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mimiviridae	d__Viruses|f__Mimiviridae	2	0	0	0	0	0	0	14	1	2	0	0	0	0	0	0	4	0	0	0	0	0	0	3	1	1	0	3	14	0	0	0	1	1	0	0	0	0	0	0
Parvoviridae	d__Viruses|f__Parvoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phycodnaviridae	d__Viruses|f__Phycodnaviridae	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0
Retroviridae	d__Viruses|f__Retroviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tombusviridae	d__Viruses|f__Tombusviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgaviridae	d__Viruses|f__Virgaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	13	6	19	0	24	0	0	0	0	0	0	0	0	0	0	21	23	14
Myoviridae	d__Viruses|o__Caudovirales|f__Myoviridae	8	4	13	142	14	21	1	44	1	43	250	11	5	623	1993	53	7	77	10	114	140	26	4	55	13	27	36	9	9	27	3	16	6	9700	810	77	14	4	24	289
Podoviridae	d__Viruses|o__Caudovirales|f__Podoviridae	1	2	5	284	0	56	0	0	4	11	2	2	19	134	0	8	0	1	0	1	14	11	3	3	0	5	236	0	1	5	0	0	0	7	5	93	1	1	5	2
Siphoviridae	d__Viruses|o__Caudovirales|f__Siphoviridae	13	16	25	1189	34	17	1	44	40	27	190	4	2	74	33	213	26	42	1	44	49	38	4	66	0	54	102	5	39	34	2	53	10	11	271	354	61	5	0	91
Herpesviridae	d__Viruses|o__Herpesvirales|f__Herpesviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
