taxa	taxonomy	081A	082A	083A	084A	085A	086A	091A	093A	094A	098A	099A	100A	101A	107A	108A	109A	10A	116A	118A	119A	11A	120A	13A	15A	18A	1A	20A	21A	24A	25A	28A	29A	31A	34A	35A	37A	39A	3A	6A	7A
Delftia	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia	12	3	13	18	4	6	11	5	8	22	4	17	14	5	7	2	19	6	0	3	6	15	3	12	2	14	5	16	10	2	13	22	4	17	12	33	11	20	21	20
Polaromonas	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas	5	0	2	3	2	0	2	3	0	9	0	0	2	10	18	21	9	1	4	22	22	18	10	6	44	21	2	11	17	1	11	8	12	13	7	5	6	12	1	5
Ramlibacter	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ramlibacter	25	24	4	13	9	1	11	1	1	17	8	26	11	5	16	20	24	1	6	38	7	30	7	5	7	8	10	38	10	9	9	7	5	17	2	7	18	12	19	2
Rhodoferax	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax	12	3	10	11	1	3	5	3	5	9	0	6	13	5	4	13	7	1	0	0	1	3	10	2	3	4	6	3	0	1	1	4	1	25	2	4	5	6	4	6
Variovorax	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax	26	4	12	12	11	0	14	7	6	21	4	25	12	2	19	46	14	5	3	6	23	22	16	17	16	25	10	19	26	1	36	25	4	4	14	14	47	13	9	12
Verminephrobacter	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Verminephrobacter	10	0	0	0	0	0	1	0	0	3	0	1	0	0	2	1	1	0	0	0	0	0	6	2	0	2	0	1	3	0	5	1	0	0	3	8	4	4	0	0
Candidatus_Zinderia	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus_Zinderia	1	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	6	0	0	9	0	0	0	2	0	1	0	3	0	0	0	0	0	1	4	1	0	0
Collimonas	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas	3	0	5	18	2	0	4	2	3	46	0	47	2	34	25	63	28	0	1	34	0	6	52	12	34	5	3	5	8	0	2	1	11	32	1	1	38	14	1	20
Herbaspirillum	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum	5	2	18	8	14	0	14	0	1	2	3	0	3	1	2	3	6	2	0	3	0	6	0	3	27	4	1	10	5	6	4	2	14	6	1	6	1	0	4	12
Herminiimonas	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herminiimonas	1	1	13	0	4	7	4	3	9	6	0	3	12	0	2	4	1	3	0	7	0	3	1	7	38	2	3	6	3	1	1	3	8	10	1	4	5	1	1	0
Janthinobacterium	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium	3	0	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	5	0	2	2	2	1	2	0	1	0	3	5	0	0	2	0	0	1	1	3	2	1
Leptothrix	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Leptothrix	17	1	5	4	4	6	9	0	0	7	9	12	8	7	7	44	23	1	7	6	9	12	1	9	45	12	3	7	37	5	8	12	6	30	2	5	13	5	15	16
Methylibium	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Methylibium	11	10	3	4	8	3	15	6	1	9	2	6	10	9	9	27	23	1	0	12	32	34	29	26	11	11	5	28	28	5	4	4	6	15	13	17	64	21	7	21
Rubrivivax	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Rubrivivax	6	1	7	3	0	5	14	4	6	11	1	21	6	4	1	30	18	0	0	5	14	8	11	11	6	15	0	7	21	2	6	15	1	4	4	7	5	5	1	14
Thiomonas	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|g__Thiomonas	9	2	1	6	1	1	3	3	2	14	4	9	7	4	10	26	14	0	6	5	9	6	3	24	20	21	9	13	47	4	9	10	2	9	6	11	17	9	6	3
Gallionella	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Gallionella	36	5	3	1	6	2	2	23	5	17	1	9	24	1	5	7	4	1	20	6	27	7	5	7	21	7	22	54	7	1	6	1	3	7	2	4	1	4	6	10
Sideroxydans	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Sideroxydans	0	0	0	0	1	2	4	1	0	3	0	0	2	0	5	1	4	1	1	3	4	4	0	2	2	3	3	1	0	3	5	0	0	0	1	1	0	1	1	2
Thiobacillus	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Hydrogenophilales|f__Hydrogenophilaceae|g__Thiobacillus	6	14	33	6	9	14	13	30	32	17	1	82	26	4	6	70	13	0	0	6	42	23	8	4	3	4	1	18	7	24	8	13	3	0	6	5	17	3	11	2
Methylobacillus	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylobacillus	7	0	1	0	2	0	13	8	1	6	1	32	4	0	10	0	4	2	0	0	5	1	0	7	1	5	6	1	5	0	4	5	3	5	11	12	1	6	2	1
Methylotenera	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylotenera	3	3	10	8	0	2	2	4	1	3	1	21	2	1	1	0	2	0	0	2	3	5	9	12	43	14	18	2	3	12	13	3	7	10	16	7	20	5	4	1
Methylovorus	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Methylophilales|f__Methylophilaceae|g__Methylovorus	2	1	0	1	1	0	0	2	1	6	1	1	1	0	1	0	2	0	0	1	1	1	0	12	4	17	0	2	7	0	0	1	5	0	0	8	0	1	1	11
Chromobacterium	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium	12	2	3	2	19	1	12	6	1	1	7	13	10	3	2	45	13	9	5	6	21	11	7	7	28	11	4	7	10	6	7	6	8	5	7	15	17	4	5	7
Laribacter	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Laribacter	5	6	6	4	2	1	0	9	6	8	1	11	5	3	6	12	114	0	0	0	0	6	6	7	69	6	0	8	9	11	3	0	13	17	8	2	10	2	7	1
Pseudogulbenkiania	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Pseudogulbenkiania	20	1	1	2	5	0	7	12	9	6	1	8	13	9	0	8	9	1	2	27	4	13	5	5	12	4	0	5	11	1	1	8	8	1	4	0	7	1	2	4
Neisseria	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	70	26	166	28	20	46	30	62	111	58	172	119	51	24	19	45	64	9	3	33	16	70	36	63	147	21	30	48	59	71	23	49	29	44	23	18	76	15	34	116
Nitrosomonas	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas	7	1	3	1	14	1	15	0	0	9	8	3	4	1	9	30	16	4	2	5	27	15	16	11	3	12	7	15	7	5	2	10	5	6	5	5	28	1	3	15
Nitrosospira	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira	0	1	0	0	0	0	0	0	0	0	5	3	1	0	0	3	1	1	0	3	1	2	4	0	1	1	0	0	0	4	3	0	0	0	0	0	7	0	0	0
Aromatoleum	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Aromatoleum	8	5	0	1	93	0	7	1	0	2	2	56	8	0	3	26	11	1	3	1	34	8	2	3	18	47	28	5	33	4	66	7	6	2	26	20	4	116	0	1
Azoarcus	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azoarcus	16	8	3	15	5	1	7	9	1	20	4	20	11	15	7	72	13	3	1	34	25	27	21	12	47	16	0	24	21	2	8	16	12	8	12	12	23	14	11	5
Azospira	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azospira	16	13	6	5	6	3	15	3	2	9	4	11	8	6	6	28	9	1	7	0	0	4	6	46	12	17	4	9	21	9	1	4	2	7	26	16	5	7	29	12
Dechloromonas	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Dechloromonas	0	1	0	1	3	0	1	0	1	0	0	0	0	2	0	45	2	5	2	3	26	3	13	26	1	15	2	25	13	0	13	14	0	3	9	7	40	9	1	0
Thauera	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Thauera	9	1	1	7	3	0	18	1	1	16	1	44	8	12	12	16	6	2	1	99	14	18	5	8	4	7	7	11	11	0	5	20	8	7	6	5	25	12	9	15
Sulfuricella	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Sulfuricellales|f__Sulfuricellaceae|g__Sulfuricella	5	2	9	0	2	2	3	17	11	2	1	13	2	2	7	0	8	0	3	2	4	3	1	3	21	0	3	6	4	2	2	1	6	7	1	1	6	1	1	21
Candidatus_Babela	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|g__Candidatus_Babela	0	0	0	0	3	0	4	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	5	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0
Bacteriovorax	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bacteriovoracaceae|g__Bacteriovorax	0	0	2	2	0	1	0	0	0	0	1	0	3	0	1	0	0	0	0	1	1	3	0	0	2	1	0	2	8	0	1	0	1	1	0	1	1	1	2	0
Bdellovibrio	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio	1	3	3	16	2	9	4	0	3	5	2	4	0	4	1	0	6	5	2	5	2	5	5	1	10	21	4	3	11	1	16	8	6	3	0	14	7	2	2	0
Desulfarculus	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales|f__Desulfarculaceae|g__Desulfarculus	23	11	9	12	1	1	10	10	2	13	0	10	12	7	14	58	16	11	13	10	10	22	5	12	28	15	3	18	26	12	11	7	18	5	6	8	1	12	14	7
Desulfatibacillum	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfatibacillum	0	1	0	1	5	0	14	1	0	6	0	4	5	0	9	1	3	3	3	5	0	5	3	5	3	4	6	4	9	5	2	3	3	2	1	3	12	6	1	8
Desulfobacterium	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfobacterium	2	2	3	4	6	9	3	2	0	9	1	6	1	7	1	12	2	6	8	13	1	9	15	3	6	3	3	2	14	1	0	6	3	8	4	7	6	2	10	19
Desulfobacula	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfobacula	5	4	15	1	0	0	3	0	0	3	0	0	0	2	0	13	5	0	0	0	3	2	0	1	4	0	0	10	0	1	4	7	2	0	5	2	2	1	3	1
Desulfococcus	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobacteraceae|g__Desulfococcus	8	1	18	20	4	0	18	2	5	20	2	51	7	29	4	10	18	0	2	134	4	22	0	11	9	6	11	1	8	2	7	8	1	17	13	4	10	31	10	19
Desulfobulbus	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfobulbus	4	2	1	2	3	0	0	0	1	4	0	12	6	2	1	2	3	2	1	2	1	1	0	4	3	12	4	2	8	2	5	4	3	14	4	3	6	2	0	0
Desulfocapsa	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfocapsa	6	2	0	3	9	4	0	1	1	3	0	0	0	3	1	3	21	0	1	3	9	0	0	4	0	0	5	3	37	1	1	0	1	3	0	4	2	1	1	4
Desulfotalea	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfotalea	4	3	1	0	1	0	2	1	2	0	0	0	0	0	1	11	8	10	1	3	32	6	2	3	0	0	14	5	1	2	0	0	0	0	0	3	5	3	1	5
Desulfurivibrio	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales|f__Desulfobulbaceae|g__Desulfurivibrio	6	8	9	8	5	2	39	13	3	17	0	7	36	14	8	17	18	45	32	22	0	5	6	11	17	5	13	8	18	3	4	3	8	13	3	4	6	1	16	1
Desulfohalobium	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfohalobiaceae|g__Desulfohalobium	2	0	0	0	2	0	4	0	0	3	0	34	14	0	7	0	4	3	1	9	0	0	0	0	13	6	1	1	4	0	2	0	1	3	3	0	0	0	3	0
Desulfomicrobium	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfomicrobiaceae|g__Desulfomicrobium	18	4	4	12	1	10	42	2	0	34	2	67	10	8	22	1	48	1	4	6	8	11	0	15	14	22	8	23	70	5	4	4	14	21	6	8	1	8	7	1
Desulfovibrio	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	134	68	117	99	163	52	138	52	28	260	32	329	205	262	183	261	157	311	130	339	304	327	61	281	657	316	580	211	360	125	106	186	156	147	246	111	137	138	231	107
Lawsonia	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Lawsonia	6	0	11	1	20	2	20	4	0	13	0	5	7	11	10	6	6	19	0	12	19	13	8	21	41	26	86	27	12	19	9	28	14	4	1	7	1	0	10	3
Hippea	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfurellales|f__Desulfurellaceae|g__Hippea	0	0	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1
Geobacter	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__Geobacter	163	43	35	55	36	22	96	28	15	86	30	158	55	24	92	74	70	43	19	63	41	79	30	78	108	78	52	55	116	33	58	32	53	82	29	61	24	109	47	23
Pelobacter	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Pelobacteraceae|g__Pelobacter	36	26	18	18	15	8	35	2	3	24	9	33	21	11	19	35	38	4	2	24	17	52	7	31	32	43	15	13	30	3	18	16	9	19	7	32	17	23	24	30
Anaeromyxobacter	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Anaeromyxobacteraceae|g__Anaeromyxobacter	36	11	2	19	8	12	39	5	3	19	2	92	24	20	62	39	15	6	12	39	7	16	13	19	36	29	3	14	39	5	22	12	9	13	10	18	14	16	9	20
Stigmatella	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Cystobacteraceae|g__Stigmatella	15	1	0	4	2	0	2	0	0	1	0	2	0	2	6	0	3	1	4	1	1	5	3	2	6	74	1	3	3	2	2	4	2	13	8	81	10	6	12	0
Haliangium	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Kofleriaceae|g__Haliangium	10	3	18	8	1	2	12	1	2	37	1	23	8	5	10	1	28	4	4	3	8	4	3	13	38	29	8	11	16	4	14	6	8	27	6	10	6	17	7	3
Corallococcus	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Corallococcus	4	2	0	1	0	3	8	0	0	15	1	46	3	3	10	10	10	0	0	2	9	17	0	16	6	6	0	10	18	3	5	8	6	12	4	4	4	10	6	12
Myxococcus	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae|g__Myxococcus	65	6	2	14	3	2	25	5	2	17	4	107	21	11	27	15	14	9	14	10	4	22	8	8	10	25	7	13	19	7	9	32	13	18	5	17	5	13	8	18
Sorangium	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__Sorangium	68	6	10	11	6	14	31	19	10	21	4	96	30	5	36	62	21	6	7	25	45	36	25	28	96	26	9	28	42	16	29	19	24	22	14	20	55	19	10	19
Desulfobacca	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae|g__Desulfobacca	5	21	4	1	0	0	3	6	8	3	1	0	0	1	0	11	0	1	1	9	6	21	1	1	0	3	0	15	8	5	2	0	6	2	0	1	3	2	5	1
Desulfomonile	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae|g__Desulfomonile	1	0	0	0	4	0	0	0	0	1	5	1	3	0	0	14	4	3	0	1	0	0	2	7	1	2	0	7	14	0	4	2	0	1	1	7	1	2	0	1
Syntrophus	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophaceae|g__Syntrophus	10	5	1	1	0	0	2	0	0	1	13	7	0	2	1	2	1	1	0	0	0	1	9	1	0	10	2	3	0	1	0	2	1	7	0	2	3	3	4	2
Syntrophobacter	d__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophobacterales|f__Syntrophobacteraceae|g__Syntrophobacter	11	0	1	7	1	1	5	1	0	9	1	11	4	4	4	15	5	19	3	25	2	6	5	2	2	6	3	1	5	5	4	3	2	0	9	3	6	11	0	1
Nitratiruptor	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|g__Nitratiruptor	0	0	0	0	0	0	1	0	0	1	0	23	0	0	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Sulfurovum	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|g__Sulfurovum	2	1	0	4	0	6	0	2	0	1	1	0	0	0	4	0	3	6	1	1	3	3	0	4	4	2	3	1	7	0	5	1	0	2	3	0	0	1	6	2
Arcobacter	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter	9	5	3	5	1	19	1	3	1	6	83	7	10	0	0	9	10	9	0	4	1	2	18	10	12	3	13	16	12	13	4	0	2	0	1	3	6	4	11	23
Campylobacter	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	312	445	253	232	531	1980	917	400	1985	1804	169	277	1027	830	511	768	999	901	781	513	200	94	205	202	759	692	186	214	1037	278	215	158	99	1083	57	448	219	332	162	1726
Sulfurospirillum	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Sulfurospirillum	3	1	0	1	0	0	2	0	0	6	0	1	1	0	12	1	3	1	0	4	2	1	2	10	3	1	5	7	1	1	1	1	0	11	2	3	0	2	4	2
Helicobacter	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter	11	16	1	4	5	6	5	4	0	3	8	6	2	0	16	9	10	12	11	18	1	17	1	4	3	3	2	6	7	9	2	2	8	7	2	5	11	3	5	2
Sulfuricurvum	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Sulfuricurvum	0	0	0	0	0	0	1	0	1	0	1	2	4	1	1	2	2	5	0	0	2	2	0	1	2	1	3	1	0	4	1	0	1	0	1	0	0	2	0	1
Sulfurimonas	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Sulfurimonas	20	13	1	13	0	8	19	11	31	7	7	8	0	3	1	4	14	10	1	7	2	9	19	5	17	12	4	12	5	6	0	0	3	9	2	1	1	0	3	3
Wolinella	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Wolinella	0	0	2	1	0	5	1	8	8	1	0	0	0	0	0	1	11	0	1	0	0	0	9	1	0	0	0	4	0	0	9	0	0	0	0	0	5	0	5	5
Nitratifractor	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|g__Nitratifractor	9	1	2	2	1	1	1	2	1	2	1	4	4	3	7	0	0	4	6	0	2	3	3	0	7	7	7	0	1	2	3	32	2	1	0	4	2	0	1	0
Nautilia	d__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Nautiliales|f__Nautiliaceae|g__Nautilia	7	0	0	1	0	5	2	2	0	2	1	1	3	2	3	4	1	9	1	5	3	7	6	1	1	1	1	3	2	0	1	1	0	3	7	1	18	2	8	0
Candidatus_Ruthia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Candidatus_Ruthia	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
Simiduia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|g__Simiduia	7	0	1	4	2	0	1	0	1	10	0	5	6	0	39	4	2	0	5	0	1	5	0	6	12	5	3	2	5	0	1	1	6	1	0	3	1	3	1	0
Acidithiobacillus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidithiobacillales|f__Acidithiobacillaceae|g__Acidithiobacillus	3	11	8	6	2	1	8	4	1	8	2	10	7	0	6	1	11	5	12	3	4	11	1	4	23	12	5	15	12	2	1	20	6	5	5	8	15	5	12	3
Aeromonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	35	16	32	64	42	18	74	40	23	80	15	126	40	47	80	237	101	82	93	77	53	608	59	63	66	76	25	36	67	34	75	158	43	95	209	148	11	76	30	97
Oceanimonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Oceanimonas	9	3	1	4	0	1	11	0	3	15	1	7	2	10	11	10	9	2	9	4	2	4	4	5	14	86	8	10	9	2	4	6	3	8	2	79	1	2	12	5
Tolumonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Tolumonas	2	2	5	0	6	1	5	15	10	0	0	3	0	0	6	13	3	1	0	0	2	3	3	2	5	78	49	3	3	0	37	38	0	0	116	44	1	1	0	5
Alteromonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas	29180	29562	47	58	48	32	73	87	61	76	46	96	73	66	55	88	26	27774	37208	22200	31	29022	24	24	26	76	63	32	50	32	62	81	43	38	79	56	35	38	49	22
Glaciecola	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Glaciecola	10	29	13	7	1	9	7	1	8	4	0	2	0	0	2	3	0	1	2	3	2	6	1	3	4	21	1	1	6	0	0	2	1	11	0	23	0	3	0	0
Marinobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter	59	0	7	8	5	2	5	4	7	6	1	20	12	3	5	53	16	7	0	11	28	15	2	20	4	17	10	5	20	7	14	13	6	8	44	24	3	7	3	2
Saccharophagus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Saccharophagus	1	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	1	0	0	0	1	0	0	10	0	0	0	0
Colwellia	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia	0	4	2	26	1	1	0	0	0	47	0	43	7	38	28	63	3	0	2	0	3	20	1	16	40	80	2	0	0	0	5	4	10	38	1	52	4	0	1	20
Ferrimonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Ferrimonadaceae|g__Ferrimonas	17	14	40	13	7	7	5	24	25	34	0	67	34	6	11	41	11	2	1	22	15	23	21	14	85	15	1	15	29	17	16	9	9	15	2	17	47	3	16	5
Idiomarina	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pseudoalteromonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas	6	14	10	0	0	8	5	0	0	4	1	2	1	0	1	4	9	2	0	6	2	0	0	22	3	26	0	11	11	0	1	1	0	0	0	38	8	1	35	9
Psychromonas	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae|g__Psychromonas	7	2	5	2	1	3	2	0	0	2	7	1	14	0	1	0	5	0	1	0	1	3	1	2	4	4	1	0	13	1	2	0	4	2	3	6	2	4	4	1
Shewanella	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella	61	12	39	33	11	13	14	47	17	42	5	8	27	11	28	64	24	68	49	16	141	25	7	46	42	120	44	76	42	28	130	88	180	19	134	203	74	7	42	45
Teredinibacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|g__Teredinibacter	6	0	0	7	1	0	1	5	4	3	0	0	27	1	4	7	0	4	1	11	3	4	0	5	7	1	3	1	14	0	1	0	2	2	0	1	0	5	7	1
Dichelobacter	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Dichelobacter	17	11	28	8	4	5	12	17	21	22	0	48	25	1	1	20	11	12	0	4	14	22	4	16	74	11	3	25	1	21	11	15	19	19	3	2	20	12	10	8
Allochromatium	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Allochromatium	10	8	2	5	3	1	10	2	2	4	2	24	6	4	13	2	6	2	6	3	6	7	4	9	23	5	7	14	15	8	3	0	0	0	6	1	8	2	4	1
