sample	Puniceicoccaceae	Micrococcaceae	Moraxellaceae	Paenibacillaceae 1	Actinomycetaceae	Methylocystaceae	Acidaminococcaceae	Cytophagaceae	SAR11	Sphingomonadaceae	Dermabacteraceae	Methanobacteriaceae	Enterobacteriaceae	Campylobacteraceae	Aeromonadaceae	Ruminococcaceae	Bacillaceae 1	Vibrionaceae	Rhodospirillaceae	Pasteurellaceae	Nannocystaceae	Rubritaleaceae	Cyclobacteriaceae	Rhizobiales_incertae_sedis	Pseudonocardiaceae	Bacteriovoracaceae	Bacteroidales_incertae_sedis	Porphyromonadaceae	Rhizobiaceae	Cryomorphaceae	Cohaesibacteraceae	Coxiellaceae	Corynebacteriaceae	Kordiimonadaceae	Coriobacteriaceae	Desulfuromonadaceae	Francisellaceae	Colwelliaceae	Verrucomicrobiaceae	Hahellaceae	Flavobacteriaceae	Bifidobacteriaceae	Victivallaceae	Rikenellaceae	Flammeovirgaceae	Methylobacteriaceae	Burkholderiales_incertae_sedis	Streptococcaceae	Leptotrichiaceae	Parachlamydiaceae	Oxalobacteraceae	Comamonadaceae	Deferribacteraceae	Fusobacteriaceae	Rhodothermaceae	Shewanellaceae	Rhodocyclaceae	Desulfovibrionaceae	Chitinophagaceae	Intrasporangiaceae	Nitrosopumilaceae	Family II	Kiloniellaceae	Planctomycetaceae	Neisseriaceae	Erythrobacteraceae	Peptococcaceae 1	Aerococcaceae	Thiotrichales_incertae_sedis	Acanthopleuribacteraceae	Leuconostocaceae	Clostridiaceae 1	Clostridiaceae 2	Promicromonosporaceae	Prevotellaceae	Bacteroidaceae	Dietziaceae	Erysipelotrichaceae	Helicobacteraceae	Burkholderiaceae	Desulfobacteraceae	Microbacteriaceae	Brevibacteriaceae	Moritellaceae	Pseudomonadaceae	Piscirickettsiaceae	Cardiobacteriaceae	Bdellovibrionaceae	Mycoplasmataceae	Carnobacteriaceae	Halomonadaceae	Planococcaceae	Clostridiales_Incertae Sedis XIII	Rhodobacteraceae	Enterococcaceae	Acidimicrobiaceae	Staphylococcaceae	Saprospiraceae	Alteromonadaceae	Veillonellaceae	Chloroplast	Phycisphaeraceae	Aurantimonadaceae	Succinivibrionaceae	Sphingobacteriaceae	Hyphomicrobiaceae	Lactobacillaceae	Lachnospiraceae	Bradyrhizobiaceae	Clostridiales_Incertae Sedis XI	Alcaligenaceae	Thermaceae	Alcanivoracaceae	Synergistaceae	Caulobacteraceae	Incertae Sedis XI	Pseudoalteromonadaceae	Desulfobulbaceae	Brucellaceae	Sutterellaceae	Hyphomonadaceae	Eubacteriaceae	Peptostreptococcaceae	Oceanospirillaceae	Xanthomonadaceae	Bacillales_Incertae Sedis XI
120A_2	0	1	0	0	3	0	2145	0	0	0	0	0	441	0	20	21297	0	0	0	113	0	0	0	0	0	0	0	4043	0	0	0	0	0	0	55	0	0	0	4	0	0	53	0	2640	0	0	0	13	0	0	42	0	0	1418	0	1	0	257	0	0	0	0	0	0	1	0	0	0	0	0	5	51	0	0	129	37754	0	221	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	686	0	0	0	0	0	0	0	14281	0	9	0	0	0	1	0	0	0	0	0	2300	0	2	11	0	0	1
B082A_2	0	0	0	0	11	0	71	0	0	0	0	0	2327	0	0	31297	0	0	0	2	0	0	0	0	0	0	0	198	0	0	0	0	0	0	75	0	0	0	4	0	0	5	0	157	0	0	0	5040	0	0	0	1	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1582	15507	0	2884	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	1	0	0	0	0	0	220	1	0	0	1	0	0	7	35678	1	4	0	0	0	0	0	0	0	0	0	2481	0	1	8	0	0	1
B035A_2	0	0	0	0	0	0	2758	0	0	0	0	13	419	1	0	12517	0	0	0	58	0	0	0	0	0	0	0	1012	0	0	0	0	1	0	13	0	0	0	1656	0	0	5	51	487	0	0	0	4	0	0	3	1	0	2004	0	1	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	72744	9248	0	915	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	152	0	0	0	4	0	0	0	30283	1	0	0	0	0	1	0	0	0	0	0	2584	0	0	181	0	0	0
B035A_1	0	0	0	0	0	0	3007	0	0	0	0	13	552	1	0	13348	0	0	0	54	0	0	0	0	0	0	0	1124	0	0	0	0	1	0	12	0	0	0	1679	0	0	2	54	532	0	0	0	6	0	0	3	1	0	2040	0	1	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	78058	9728	0	1044	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	156	0	0	0	0	0	0	1	35013	0	0	0	0	0	1	0	0	0	0	0	2807	0	0	266	0	0	0
10A_1	0	1	0	0	6	0	627	0	0	0	0	0	131	0	0	15031	0	0	0	233	0	0	0	0	0	0	0	772	0	0	0	0	0	0	50	0	0	0	95	0	0	1494	0	805	0	0	0	693	0	0	10	1	0	24	0	0	0	9	0	0	0	0	0	0	1	0	59	0	0	0	0	43	0	0	182	20164	0	288	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	450	1	0	0	2	0	0	1974	23396	0	1	0	0	0	0	0	0	0	0	0	277	0	0	84	0	0	1
B082A_1	0	0	0	0	10	0	73	0	0	0	0	0	2388	0	0	31559	0	0	0	5	0	0	0	0	0	0	0	275	0	0	0	0	0	0	77	0	0	0	4	0	0	4	0	171	0	0	0	4815	0	0	0	1	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1736	15749	0	3331	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	1	1	0	0	0	1	249	1	0	0	1	0	0	6	37345	0	4	0	0	0	0	0	0	0	0	0	2450	0	1	10	0	0	1
10A_2	0	1	0	0	6	0	615	0	0	0	0	0	111	0	0	14844	0	0	0	230	0	0	0	0	0	0	0	731	0	0	0	0	0	0	47	0	0	0	94	0	0	1444	0	790	0	0	0	727	0	0	11	1	0	25	0	0	0	9	0	0	0	0	0	0	1	0	54	0	0	0	0	37	0	0	170	19517	0	253	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	427	1	0	0	1	0	0	1787	22657	0	1	0	0	0	0	0	0	0	0	0	279	0	0	88	0	0	1
B109A_2	0	3	1	0	19	0	684	0	1	0	0	0	226	0	0	8299	0	3	2	456	0	0	0	0	0	0	0	182	0	4	0	0	0	0	87	1	0	0	5	0	27	495	0	102	1	0	0	73	0	0	0	0	0	12317	0	1	0	44	1	0	0	30	0	6	0	0	0	0	0	0	0	940	0	0	19	27194	1	103	0	1	0	1	0	0	0	0	0	0	0	4	3	0	1	22	0	2	0	1	5	17962	4	0	0	0	0	0	14	22597	0	2	0	0	0	0	0	0	2	2	0	3357	0	3	1705	0	0	8
B034A_1	0	1	0	0	14	0	4288	0	0	2	0	0	55	0	0	32614	0	0	0	93	0	0	0	0	0	0	0	864	0	0	0	0	0	0	7	0	0	0	100	0	0	603	0	38	0	0	0	223	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	0	0	7248	37587	0	319	0	0	0	0	0	0	0	0	0	0	0	2	15	0	2	1	0	0	1	0	0	7631	1	0	0	0	0	0	435	15320	0	0	0	0	0	1	0	0	0	0	0	116	0	3	62	0	0	4
B034A_2	0	1	0	0	13	0	4205	0	0	2	0	0	49	0	0	32232	0	0	0	92	0	0	0	0	0	0	0	734	0	0	0	0	0	0	7	0	0	0	102	0	0	589	0	35	0	0	0	233	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	18	0	0	6998	36856	0	303	0	0	0	0	0	0	0	0	0	0	0	3	14	0	2	1	0	0	1	0	0	7410	0	0	0	0	0	0	384	14680	0	0	0	0	0	1	0	0	0	0	0	109	0	2	59	0	0	4
B109A_1	0	3	1	0	20	0	682	0	1	0	0	0	246	0	0	8355	0	3	2	466	0	0	0	0	0	0	0	214	0	5	0	0	0	0	88	1	0	0	7	0	27	512	0	106	2	0	0	66	0	0	0	0	0	12345	0	1	0	44	0	0	0	32	0	6	0	0	0	0	0	0	0	1007	1	0	32	27905	1	113	0	1	0	1	0	0	0	0	0	0	0	3	6	0	1	22	0	2	0	1	5	18193	4	0	0	0	0	0	15	23867	0	3	0	0	0	0	0	0	2	2	0	3300	0	3	2058	0	0	9
101A_1	0	1	0	0	2	0	3	0	0	0	0	0	173	0	0	9370	0	0	0	8	0	0	0	0	0	0	0	2292	0	0	0	0	0	0	15	0	0	0	0	0	0	747	0	729	0	0	0	22	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	0	0	400	35102	0	598	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1665	106	0	0	1	0	0	5	17558	0	0	0	0	0	0	0	0	0	0	0	2853	0	17	16	0	0	0
101A_2	0	1	0	0	1	0	3	0	0	0	0	0	171	0	0	9187	0	0	0	6	0	0	0	0	0	0	0	2121	0	0	0	0	0	0	15	0	0	0	0	0	0	740	0	706	0	0	0	22	0	0	1	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0	289	34746	0	533	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1605	106	0	0	1	0	0	4	16621	0	0	0	0	0	0	0	0	0	0	0	2950	0	17	15	0	0	0
B024A_1	0	3	0	0	2	0	21	0	0	0	0	0	119	4	0	19334	0	0	0	312	0	0	0	0	0	0	0	2059	0	0	0	0	0	0	16	0	0	0	418	0	0	1010	3	1203	0	0	0	274	0	0	2	1	0	29	0	1	0	76	0	0	0	0	0	0	1	0	0	0	0	0	0	120	0	0	6339	35152	0	365	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	19442	2	0	0	1	0	0	10	19479	0	0	0	0	0	0	0	0	0	0	0	466	0	0	117	0	1	0
B039A_1	0	0	0	0	0	0	3053	0	0	2	0	4	139	0	0	10678	0	0	0	3	0	0	0	0	0	0	0	4213	0	0	0	0	0	0	6	0	0	0	12	0	0	8	0	1611	0	0	0	9	0	0	0	1	0	26	0	1	0	253	0	0	0	0	0	0	3	0	0	0	0	0	0	58	0	0	7584	38323	0	245	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0	118	0	0	0	97	0	0	0	16970	0	0	0	0	0	0	0	0	0	0	0	672	0	0	141	0	0	1
B024A_2	0	3	0	0	1	0	22	0	0	0	0	0	110	4	0	19061	0	0	0	305	0	0	0	0	0	0	0	1888	0	0	0	0	0	0	16	0	0	0	418	0	0	984	3	1161	0	0	0	283	0	0	2	1	0	27	0	1	0	74	0	0	0	0	0	0	1	0	0	0	0	0	0	115	0	0	6176	34277	0	321	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	18665	2	0	0	3	0	0	11	18188	1	0	0	0	0	0	0	0	0	0	0	461	0	0	111	0	1	0
B081A_2	0	1	0	0	4	0	39	2	0	0	0	0	775	0	0	22537	0	0	0	3	0	0	0	0	0	0	0	1356	0	0	0	0	0	0	373	0	0	0	0	0	0	384	0	586	0	0	0	238	0	0	0	3	0	4	0	1	0	75	1	0	0	0	0	0	0	0	0	0	0	0	5	113	0	0	4748	22771	0	3103	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	7839	5	0	0	1	0	1	4	23311	0	8	0	0	0	4	0	0	0	0	0	1110	0	4	223	0	0	1
B081A_1	0	2	0	0	4	0	41	2	0	0	0	0	813	0	0	22700	0	0	0	5	0	0	0	0	0	0	0	1425	0	0	0	0	0	0	381	0	0	0	0	0	0	401	0	623	0	0	0	230	0	0	0	3	0	5	0	1	0	82	0	0	0	0	0	0	0	0	0	0	0	0	5	103	0	0	4874	23114	0	3556	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	8080	5	0	0	0	0	1	4	24144	0	8	0	0	0	4	0	0	0	0	0	1102	0	3	235	0	0	1
B006A_2	0	0	0	0	14	0	6729	0	0	0	0	0	299	2	0	24698	0	0	0	34	0	0	0	0	0	0	0	257	0	0	0	0	0	0	11	0	0	0	0	0	0	28	0	1706	0	0	0	79	0	0	0	0	0	0	0	2	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	387	31160	0	262	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0	0	1	0	0	0	0	993	0	0	0	6	0	0	5	25080	0	0	0	0	0	0	0	0	0	0	0	4248	0	2	231	0	0	0
B020A_1	0	0	0	0	2	0	254	0	0	0	0	0	386	0	0	9041	0	0	0	107	0	0	0	0	0	0	0	346	0	0	0	0	0	0	20	0	0	0	0	0	0	44	0	42	0	0	0	102	0	0	0	0	0	9	0	1	0	258	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	65261	4971	0	17	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	9713	1	0	0	0	0	0	126	16579	0	0	0	0	0	0	0	0	0	0	1	112	0	0	25	0	1	4
B001A_1	0	3	0	0	13	0	2412	0	0	0	0	0	356	21	0	9014	0	0	0	1776	0	0	0	0	0	0	0	1203	0	0	0	0	1	0	62	0	0	0	13	0	0	55	0	209	0	0	0	9589	2	0	0	0	0	39	0	4	15	17	0	0	0	0	0	0	0	0	32	2	0	0	0	154	1	0	32676	3605	0	922	0	0	0	0	0	0	0	0	0	0	0	19	8	0	29	0	8	0	0	0	0	6458	15	0	0	1257	0	0	1419	21067	0	4	0	0	0	1	0	0	0	0	0	431	0	3	282	1	0	29
116A_1	0	0	0	0	4	0	8755	0	0	0	0	0	2072	1	0	5983	0	0	0	1	0	0	0	0	0	0	0	4508	0	0	0	0	2	0	102	0	0	0	0	0	0	294	0	200	0	0	0	45	0	0	0	0	0	1052	0	4	0	1878	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	77	45007	0	515	0	0	0	0	0	0	0	0	0	0	0	1	10	0	2	0	0	0	0	0	0	39	2	0	0	0	0	0	21	36222	0	3	0	0	0	10	0	0	0	0	0	7	0	64	85	0	0	0
B001A_2	0	3	0	0	13	0	2280	0	0	0	0	0	342	19	0	8736	0	0	0	1753	0	0	0	0	0	0	0	1091	0	0	0	0	1	0	58	0	0	0	13	0	0	53	0	196	0	0	0	10203	2	0	0	0	0	35	0	4	15	14	0	0	0	0	0	0	0	0	25	2	0	0	0	231	0	0	31808	3381	0	798	0	0	0	0	0	0	0	0	0	0	0	32	8	0	27	0	5	0	0	0	0	6226	12	0	0	1244	0	0	1295	20241	0	3	0	0	0	1	0	0	0	0	0	439	0	2	237	1	0	27
116A_2	0	0	0	0	4	0	8292	0	0	0	0	0	1848	1	0	4521	0	0	0	3	0	0	0	0	0	0	0	3376	0	0	0	0	2	0	98	0	0	0	1	0	0	280	0	180	0	0	0	42	0	0	0	0	0	1000	0	2	0	1686	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	151	41826	0	469	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	54	2	0	0	1	0	0	20	33403	0	3	0	0	0	9	0	0	0	0	0	8	0	59	75	0	0	0
B007A_2	0	2	0	0	34	0	1390	0	0	0	0	0	705	0	0	31375	0	0	0	66	0	0	0	0	0	0	0	406	0	0	0	0	1	0	12	0	0	0	0	0	0	15	0	142	0	0	0	212	0	0	0	0	0	35	0	0	6	30	0	0	0	0	0	0	3	0	0	1	0	0	0	256	0	0	1479	37767	0	634	0	0	0	0	0	0	0	0	0	0	0	8	8	0	9	0	0	0	0	0	0	4087	4	0	0	3	0	0	0	27147	0	2	0	0	0	0	1	0	0	0	0	8	0	9	47	0	0	10
B007A_1	0	3	0	0	38	0	1408	0	0	0	0	0	732	0	0	31738	0	0	0	67	0	0	0	0	0	0	0	436	0	0	0	0	1	0	12	0	0	0	0	0	1	17	0	148	0	0	0	203	0	0	0	0	0	36	0	0	6	32	0	0	0	0	0	0	3	0	0	1	0	0	0	269	0	0	1498	38748	0	729	0	0	0	0	0	0	0	0	0	0	0	5	9	0	9	0	2	0	0	0	0	4135	4	0	0	2	0	0	0	28920	0	2	0	0	0	0	2	0	0	0	0	13	0	10	55	0	0	11
B020A_2	0	0	0	0	2	0	253	0	0	0	0	0	294	0	0	8495	0	0	0	105	0	0	0	0	0	0	0	280	0	0	0	0	0	0	20	0	0	0	0	0	0	38	0	39	0	0	0	80	0	0	0	0	0	10	0	1	0	232	0	0	0	0	0	0	0	0	0	1	0	0	0	21	0	0	61016	4773	0	14	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	8858	1	0	0	3	0	0	101	14831	0	0	0	0	0	0	0	0	0	0	0	98	0	0	22	0	1	3
B031A_1	0	0	0	0	2	0	443	0	0	0	0	4	78	0	0	5203	1	0	0	6	0	0	0	0	0	0	0	388	0	0	0	0	0	0	15	0	0	0	16	0	0	0	0	1075	0	0	0	18	0	0	6	0	0	1	0	1	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	34802	10162	0	103	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4321	1	0	0	0	0	0	0	10351	0	0	0	0	0	5	0	0	0	0	0	19	0	2	34	0	0	1
B086A_1	0	4	6	0	18	0	7	0	0	0	0	0	37267	0	0	31451	0	0	0	251	0	0	0	0	0	0	1	619	0	0	0	0	4	0	14	0	0	0	7	0	0	698	0	2	0	0	0	156	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	948	1	0	1189	36563	0	1180	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	3	0	0	0	0	312	16	0	0	0	0	0	1	48010	0	4	0	0	0	0	0	0	0	0	0	2279	0	5	1246	0	0	19
39A_2	0	0	0	0	11	0	1602	0	0	0	0	0	205	0	0	4248	0	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	0	0	78	0	0	0	13	0	0	23	0	77	0	0	0	28	0	0	0	4	0	11	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	1	417	0	0	1313	24975	0	692	0	0	0	0	0	0	0	0	0	0	0	3	3	0	6	0	0	0	0	0	0	55	0	0	0	20	0	0	0	27826	0	9	0	0	0	7	0	0	0	0	0	517	0	5	372	0	0	1
24A_1	0	3	0	0	1	0	37	0	0	0	0	0	172	1	0	22628	1	0	0	10	0	0	0	0	0	0	0	3956	0	0	0	0	1	0	13	0	0	0	5218	0	0	116	0	3622	0	0	0	118	0	0	95	0	0	10	0	1	0	158	0	0	0	0	0	0	0	0	0	0	0	0	4	16	0	0	5585	8883	0	118	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	1	0	0	0	0	6321	6	0	0	0	0	0	2	8023	0	1	0	0	0	3	0	0	0	0	0	108	0	0	22	0	0	0
118A_2	0	0	0	0	1	0	3010	0	0	0	0	0	379	0	0	5364	0	0	0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	744	0	0	0	7	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	1	0	0	0	2	110	0	0	321	31010	0	402	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	30789	0	2	0	0	0	0	0	0	0	0	0	1	0	0	24	0	0	0
39A_1	0	0	0	0	13	0	1958	0	0	0	0	0	208	0	0	4314	0	0	0	1	0	0	0	0	0	0	0	1064	0	0	0	0	0	0	78	0	0	0	15	0	0	23	0	82	0	0	0	25	0	0	0	4	0	12	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	1	448	0	0	1368	26221	0	783	0	0	0	0	0	0	0	0	0	0	0	1	3	0	6	0	0	0	0	0	0	53	0	0	0	19	0	0	0	29417	0	9	0	0	0	7	0	0	0	0	0	564	0	5	429	0	0	1
24A_2	0	3	0	0	1	0	33	0	0	0	0	0	167	1	0	22310	1	0	0	10	0	0	0	0	0	0	0	3805	0	0	0	0	1	0	11	0	0	0	5195	0	0	108	0	3542	0	0	0	128	0	0	98	0	0	9	0	1	0	153	0	0	0	0	0	0	0	0	0	0	0	0	4	16	0	0	5449	8663	0	108	0	0	0	0	0	0	0	0	0	1	0	0	4	0	2	0	1	0	0	0	0	6112	6	0	0	0	0	0	2	7701	0	1	0	0	0	3	0	0	0	0	0	102	0	0	25	0	0	0
B031A_2	0	0	0	0	2	0	428	0	0	0	0	4	54	0	0	5142	0	0	0	7	0	0	0	0	0	0	0	286	0	0	0	0	0	0	15	0	0	0	16	0	0	0	0	1036	0	0	0	22	0	0	6	1	0	1	0	1	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	33946	9693	0	80	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4206	1	0	0	0	0	0	0	9375	1	0	0	0	0	5	0	0	0	0	0	23	0	2	31	0	0	1
B086A_2	0	3	6	0	11	0	13	0	0	0	0	0	33667	0	0	30629	0	0	0	221	0	0	0	0	0	0	1	308	0	0	0	0	0	0	13	0	0	0	7	0	1	624	0	12	0	0	0	125	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	824	0	0	1021	34006	0	970	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	291	15	0	0	1	0	0	1	40549	1	4	0	0	0	0	0	0	0	0	0	2083	0	3	750	0	0	14
118A_1	0	0	0	0	1	0	3038	0	0	0	0	0	422	0	0	5441	0	1	0	0	0	0	0	0	0	0	0	1471	0	0	0	0	0	0	7	0	0	0	0	0	0	4	0	745	0	0	0	7	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	1	0	0	0	2	110	0	0	477	31005	0	437	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	31374	0	2	0	0	0	0	0	0	0	0	0	2	0	0	22	0	0	0
109A_2	0	1	0	0	11	0	1379	0	0	0	0	0	2632	6	0	4150	0	0	0	424	0	0	0	0	0	0	0	399	0	0	0	1	1	0	11	0	0	0	10	0	0	229	0	406	0	0	0	825	0	0	1	0	0	1140	0	1	0	103	0	0	0	0	0	0	0	0	0	0	0	0	19	76	0	0	25	30895	0	117	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	3338	1	0	0	1	0	0	191	17081	0	0	0	0	0	0	0	0	0	0	0	144	0	1	75	0	2	1
109A_1	0	1	0	0	12	0	1407	0	0	0	0	0	2673	6	0	4231	0	0	0	424	0	0	0	0	0	0	0	461	0	0	0	1	1	0	11	0	0	0	12	0	0	235	0	427	0	0	0	728	0	0	1	0	0	1146	0	1	0	108	0	0	0	0	0	0	0	0	0	0	0	0	18	74	0	0	32	31563	0	120	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	3395	1	0	0	1	0	0	200	17422	0	0	0	0	0	0	0	0	0	0	0	133	0	1	73	0	2	2
108A_1	0	0	0	0	0	0	15	0	0	0	0	0	18089	0	0	6804	0	0	0	4	0	0	0	0	0	0	0	939	0	0	0	0	0	0	10	0	0	0	1	0	0	17	0	57	0	0	0	10	0	0	0	0	0	73	0	1	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	1005	23526	0	281	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	1573	0	0	0	2	0	0	37	8751	0	0	0	0	0	18	0	0	0	0	0	367	0	0	30	0	0	0
108A_2	0	0	0	0	0	0	15	0	0	0	0	0	17970	0	0	6728	0	0	0	7	0	0	0	0	0	0	0	881	0	0	0	0	0	0	16	0	0	0	1	0	0	13	0	50	0	0	0	8	0	0	0	0	0	62	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	490	23038	0	277	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	1509	0	0	0	3	0	0	26	8397	0	0	0	0	0	18	0	0	0	0	0	374	0	0	29	0	0	0
34A_1	0	0	1	0	8	0	1634	0	0	0	0	0	543	2	0	81389	0	0	0	352	0	0	0	0	0	0	0	116	0	0	0	0	0	0	20	0	0	0	0	0	0	11578	0	76	0	0	0	50	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	63	0	0	3079	40580	0	408	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	1	0	0	466	6	0	0	0	0	0	54	28038	0	2	0	0	0	7	0	0	0	0	0	83	0	0	46	0	0	6
34A_2	0	0	1	0	6	0	1535	0	0	0	0	0	515	1	0	79699	0	0	0	354	0	0	0	0	0	0	0	103	0	0	0	0	0	0	19	0	0	0	0	0	0	10849	0	71	0	0	0	66	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	97	0	0	3034	37855	0	350	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	1	0	0	433	5	0	0	0	0	0	46	25962	0	2	0	0	0	6	0	0	0	0	0	98	0	0	35	0	0	6
B107A_2	0	0	0	0	2	0	21	0	0	0	0	0	43625	0	0	17948	0	0	0	5	0	0	0	0	0	0	0	1546	0	0	0	0	0	0	48	0	0	0	0	0	0	201	0	58	0	0	0	2	0	0	0	1	0	7	0	3	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	777	26377	0	308	0	0	0	0	0	0	0	0	0	0	0	0	9	0	21	0	0	0	0	0	0	3728	0	0	0	3	0	0	3	8046	1	4	0	0	0	8	0	0	0	0	0	610	0	1	32	0	0	0
B107A_1	0	0	0	0	3	0	6	0	0	0	0	0	48975	0	0	19806	0	0	0	5	0	0	0	0	0	0	0	1765	0	0	0	0	0	0	25	0	0	0	0	0	0	211	0	53	0	0	0	4	0	0	0	0	0	1	0	4	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	11134	30340	0	336	0	0	0	0	0	0	0	0	0	0	0	0	9	0	29	0	0	0	0	0	0	4154	0	0	0	0	0	0	2	9403	0	5	0	0	0	8	0	0	0	0	0	642	0	1	59	0	0	0
18A_1	0	0	6	1	2	0	4134	14	0	2	0	0	88	2	0	12818	4	40	0	5	0	1	0	0	0	0	0	4425	1	0	0	0	2	0	100	0	2	0	194	0	15	29	0	3687	0	1	1	51	0	0	0	1	0	368	0	17	0	775	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	5635	31777	0	378	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	2	0	0	0	0	0	500	2	2	2	3	0	0	51	21496	0	2	1	1	1	2	2	0	8	0	0	606	0	0	51	0	0	1
18A_2	0	0	5	1	2	0	4041	16	0	2	0	0	71	2	0	12517	4	40	0	5	0	1	0	0	0	0	0	3817	1	0	0	0	2	0	97	0	2	0	196	0	15	29	0	3557	0	1	1	57	0	0	0	0	0	370	0	17	0	734	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	5549	30779	0	344	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	2	0	0	0	0	0	485	4	2	1	3	0	0	39	20832	0	2	1	1	1	2	2	0	9	0	0	669	0	0	47	0	0	1
