sample	Pediococcus	Oribacterium	Erysipelotrichaceae_incertae_sedis	Clostridium sensu stricto	Haliscomenobacter	Oleibacter	Halomonas	Salinimonas	Enterorhabdus	Oxalobacter	Ochrobactrum	Allobaculum	Arcanobacterium	Herbaspirillum	Parvimonas	Sphingomonas	Succinivibrio	Cryptobacterium	Oscillibacter	Providencia	Dialister	Thalassomonas	Bacteriovorax	Hallella	Parasutterella	Paracoccus	Plesiomonas	Eubacterium	Tepidimonas	Lactonifactor	Butyricicoccus	Arsenicicoccus	Meiothermus	Polaribacter	Allomonas	Variovorax	Subdoligranulum	Veillonella	Lactococcus	Paraprevotella	Akkermansia	Phascolarctobacterium	Sporobacter	Aggregatibacter	Gordonibacter	Leptotrichia	Candidatus Pelagibacter	Geobacillus	Collinsella	Shewanella	Mobiluncus	Rikenella	Blastopirellula	Alishewanella	Aliivibrio	Oceanobacter	Vagococcus	Roseburia	Methanobrevibacter	Sarcina	Buttiauxella	Prevotella	Luteolibacter	Faecalibacterium	Pseudoalteromonas	Gaetbulibacter	Aerococcus	Proteus	Altererythrobacter	Neptunomonas	Formosa	Cerasicoccus	Anaerofustis	Aestuariibacter	Ruminococcus	Ralstonia	Parascardovia	Flavonifractor	Enterococcus	Acetitomaculum	Marinomonas	Anaerostipes	Finegoldia	Kocuria	Oligella	Robinsoniella	Cellulosilyticum	Methylobacterium	Pseudoramibacter	Neisseria	Comamonas	Isobaculum	Dorea	Anaerococcus	Lewinella	Marvinbryantia	Tatumella	Blautia	Vampirovibrio	Alloprevotella	Desulfopila	Desulfovibrio	Parabacteroides	Rubritalea	Gardnerella	Endozoicomonas	Acidovorax	Mesoflavibacter	Bacteroides	Psychrobacter	Alcanivorax	Olsenella	Parachlamydia	Basfia	Fangia	Serratia	Oceanicola	Vibrio	Acinetobacter	Clavibacter	Marinimicrobia_genera_incertae_sedis	Ponticaulis	Mannheimia	Marinobacterium	Anaeroglobus	Methylophaga	Coprobacillus	Martelella	Pseudomonas	Umboniibacter	Clostridium XI	Pantoea	Alistipes	Limnobacter	Flammeovirga	Pyramidobacter	Haliea	Holdemania	Stenotrophomonas	Cryptomonadaceae	Thiohalomonas	Pseudobutyrivibrio	Acetivibrio	Dolosigranulum	Morganella	Massilia	Shimwellia	Granulicatella	Kordia	Corallibacter	Eggerthella	Owenweeksia	Roseovarius	Salmonella	Psychrosphaera	GpIIa	Clostridium XIX	Oceanospirillum	Helicobacter	Alloscardovia	Enterobacter	Pasteurella	Naxibacter	Paenibacillus	Johnsonella	Anaerosporobacter	Odoribacter	Cellulosimicrobium	Shuttleworthia	Clostridium IV	Paralactobacillus	Lachnoanaerobaculum	Mitsuokella	Fusobacterium	Papillibacter	Devosia	Acanthopleuribacter	Hydrotalea	Mesonia	Colwellia	Cronobacter	Mycoplasma	Streptococcus	Paraeggerthella	Novispirillum	Butyricimonas	Gallibacterium	Enterovibrio	Marivita	Eikenella	Aquimarina	Pedobacter	Corynebacterium	Novosphingobium	Litoreibacter	Cloacibacterium	Anaerotruncus	Bulleidia	Kosakonia	Pseudoflavonifractor	Mucispirillum	Tannerella	Loktanella	Chryseobacterium	Peptostreptococcus	Scardovia	Rhodospirillum	Methanosphaera	Allisonella	Thalassobius	Peptoniphilus	Kordiimonas	Clostridium XlVa	Clostridium XlVb	Bacillariophyta	Macrococcus	Streptophyta	Bergeriella	Lonsdalea	Sporacetigenium	Synergistes	Roseivirga	Thioprofundum	Actinobacillus	Alteromonas	Atopobium	Shimia	Nitrosopumilus	Kandleria	Brevibacterium	Solobacterium	Thauera	Maricurvus	Peptococcus	Rhodopseudomonas	Anaerosinus	Cedecea	Ureaplasma	Francisella	Winogradskyella	Citrobacter	Eggerthia	Moryella	Phocaeicola	Clostridium XVIII	Cohaesibacter	Psychroserpens	Aureispira	Acetanaerobacterium	Chlorophyta	Dietzia	SR1_genera_incertae_sedis	Phaeobacter	Gemella	Lucibacterium	Catenibacterium	Sutterella	Laribacter	Moritella	Centipeda	Aeromonas	Lactobacillus	Enhydrobacter	Salinibacter	Parasporobacterium	Anaerosphaera	Niabella	Nannocystis	Actinomyces	Lishizhenia	Castellaniella	Coprococcus	Fulvivirga	Bradyrhizobium	Saprospira	Ilumatobacter	Staphylococcus	Flavobacterium	Neptuniibacter	Succinatimonas	Sneathia	Photobacterium	Rothia	Planctomyces	Mogibacterium	Tenacibaculum	Leuconostoc	Kiloniella	Thermus	Ensifer	Ekhidna	Meridianimaribacter	Cardiobacterium	Lachnospiracea_incertae_sedis	Cloacibacillus	Gp23	Megamonas	Gp22	Barnesiella	Brachymonas	Escherichia/Shigella	Phycisphaera	Haemophilus	Trabulsiella	Anaerorhabdus	Ruminococcus2	Ruegeria	Amphritea	Bifidobacterium	Turicibacter	Brevundimonas	Hymenobacter	Xylanibacter	Cyclobacterium	Hydrogenoanaerobacterium	Lutibacter	Howardella	Anaerofilum	Hespellia	Bilophila	Bacillus	Bizionia	Saccharibacteria_genera_incertae_sedis	Arcobacter	Lachnospira	Cetobacterium	Slackia	Acidaminococcus	Diplorickettsia	Clostridium III	Weissella	Gp5	Chelonobacter	Gp6	Campylobacter	Abiotrophia	Porphyromonas	Gp2	Gemmiger	Victivallis	Rhodopirellula	Crocinitomix	Lachnobacterium	Rhizobium	Anoxybacillus	Megasphaera	Selenomonas
094A_1	0	2	108	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4187	0	0	1	0	3	5	0	0	0	0	0	0	7	0	0	0	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	51	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	196	1	0	0	74	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	473	0	4	0	0	1620	0	0	0	0	0	41952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	4	0	0	0	6	0	0	0	0	0	0	3	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	86	0	1	0	0	0	0	0	0	0	0	0	0	168	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	8888	0	0	0	35	0	4	0	0	0	0	0	505	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
37A_2	0	5	544	29	0	0	4	0	1	0	0	0	0	0	0	0	937	0	72	0	10	0	0	0	8	0	0	0	0	0	21	0	0	0	0	0	2	478	253	0	0	14	8	0	0	22	0	0	54	0	0	0	0	0	0	0	1	3183	114	0	1	23274	0	7624	0	0	0	0	0	0	0	0	0	0	613	0	0	3	53	0	0	16	0	0	0	0	0	0	0	0	2	0	412	0	0	0	1	889	0	2169	0	33	67	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	130	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	356	0	0	0	0	0	10	0	0	55	0	0	44	4	0	0	0	0	0	0	18	0	4368	0	0	37	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	19	0	0	0	73	53	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	23	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	313	133	0	0	0	0	515	0	0	0	0	0	0	10	0	0	1036	0	0	0	0	0	0	0	0	0	0	5	0	2	0	172	0	0	0	0	0	1	98	0	0	1	0	15	0	742	0	85	0	0	372	0	0	29	1	0	0	3	0	0	0	13	0	0	8	0	0	0	0	0	0	5	12	0	0	136	1	0	0	2	0	0	0	65	0	0	0	0	0	0	21	0
B091A_1	0	0	3	147	0	0	4	0	0	1	0	0	0	0	0	0	13	0	375	0	690	0	0	0	15	0	0	0	0	1	173	0	0	0	0	0	19	7	0	0	1	24	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	8016	0	0	0	568	0	8391	0	0	0	0	0	0	0	0	0	0	4887	0	0	34	0	0	0	109	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	1164	0	11	0	0	8	0	0	0	0	0	50013	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	181	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	7	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	905	295	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	4	0	6	0	1241	0	1	0	0	556	0	0	58	1	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0
093A_2	0	1	29	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	21	0	2	0	0	0	6240	0	0	3	0	15	2	0	0	0	0	0	0	0	0	2	9	5576	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	26	0	0	0	7	0	16	0	0	0	0	0	0	0	0	0	0	78	0	0	136	0	0	0	16	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	263	0	0	0	0	5440	0	0	0	0	0	19019	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2351	0	0	0	0	0	0	0	0	22	0	0	24	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1648	366	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	12232	0	3	0	681	0	0	0	0	83	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
093A_1	0	1	29	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	22	0	4	0	0	0	6106	0	0	3	0	13	4	0	0	0	0	0	0	0	0	2	10	5610	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	38	0	0	0	10	0	23	0	0	0	0	0	0	0	0	0	0	79	0	0	139	0	0	0	17	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	278	0	0	0	0	6476	0	0	0	0	0	19654	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	2186	0	0	0	0	0	0	1	0	20	0	0	24	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1910	394	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	12157	0	1	0	680	0	0	0	0	80	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
B091A_2	0	0	3	125	0	0	4	0	0	1	0	0	0	0	0	0	12	0	341	0	655	0	0	0	12	0	0	0	0	1	163	0	0	0	0	0	4	5	0	0	1	22	10	0	1	0	0	0	0	3	0	0	0	0	0	0	0	7779	0	0	0	439	0	8521	0	0	0	0	0	0	0	0	0	0	5110	0	0	37	0	0	0	111	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	1071	0	12	0	0	7	0	0	0	0	0	49775	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	168	0	0	0	0	28	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	834	259	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	0	0	6	0	5	0	1091	0	1	0	0	510	0	0	50	1	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0
B099A_1	0	18	45	3	0	0	1	0	0	0	0	0	0	0	3	0	9	0	16	0	1724	0	0	0	18	0	0	7	0	5	207	0	0	0	0	0	0	466	29	1	1	20	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	10821	0	0	0	264	0	3915	0	0	0	0	0	0	0	0	0	0	3434	0	0	69	0	0	0	28	0	0	0	0	0	0	0	39	0	0	6	0	0	0	0	5502	0	23	0	0	40	0	0	0	0	0	37339	0	0	15	0	0	2	0	0	13	0	0	0	0	0	0	1809	0	7	0	0	0	1	0	269	0	9	11	0	17	0	0	0	0	0	0	0	0	0	6	0	0	16	0	0	3	0	0	463	0	0	0	11	0	0	0	0	0	1	0	7	32	0	4	0	3277	1	0	0	0	0	0	1	0	1231	6	0	0	0	0	0	0	0	0	10	0	0	0	5	1	0	1	0	0	0	0	19	1	0	0	0	0	0	0	463	7	10	0	5	0	0	0	0	0	0	2	0	5	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	14	0	0	74	0	0	0	0	0	0	0	0	13	0	0	1	0	0	2	57	328	0	0	0	0	0	0	64	0	0	3	0	0	0	0	0	0	0	0	0	0	19	0	8	1	0	0	0	0	0	0	12	2544	0	0	9	0	0	2	1627	0	41	0	0	1038	0	0	15457	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	1	0	0	0	2	0	0	0	6	0	0	0	8	0	0	0	0	0	0	462	1
B099A_2	0	18	41	2	0	0	1	0	0	0	0	0	0	0	3	0	6	0	16	0	1613	0	0	0	18	0	0	7	0	2	172	0	0	0	0	0	0	398	26	1	1	18	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	10209	0	0	0	209	0	4102	0	0	0	0	0	0	0	0	0	0	3454	0	0	66	0	0	0	25	0	0	0	0	0	0	0	34	0	0	7	0	0	0	0	4870	0	19	0	0	29	0	0	0	0	0	36633	0	0	10	0	0	2	0	0	14	0	0	0	0	1	0	1789	0	7	0	0	0	1	0	251	0	8	11	0	17	0	0	0	0	0	0	0	0	0	9	0	0	17	0	0	0	0	0	758	0	0	0	19	0	0	0	0	0	1	0	7	4	0	4	0	2720	0	0	0	0	0	0	1	0	1268	6	0	0	0	0	0	0	0	0	5	0	0	0	5	1	0	1	0	0	0	0	16	1	0	0	0	0	0	0	512	5	10	0	5	0	0	0	0	0	0	3	0	5	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	13	0	0	70	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	62	328	0	0	1	0	0	0	56	0	0	3	0	0	0	0	0	0	0	0	0	0	17	0	8	1	0	0	0	0	0	0	11	2739	0	0	10	0	2	0	1387	0	96	0	0	942	0	0	13639	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	1	0	0	0	2	4	0	0	5	0	0	0	0	0	0	0	0	0	0	413	1
B093A_2	0	3	43	9	0	0	11	0	0	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	3784	0	0	4	0	1	2	0	0	0	0	0	0	3	0	8	1	3112	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	57	0	0	0	56	0	99	0	0	0	0	0	0	0	0	0	0	27	0	0	56	0	0	0	28	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	440	0	1	0	0	4260	0	0	0	1	0	46750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	106	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	5628	0	0	0	0	0	0	0	0	9	0	0	273	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	495	185	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	69	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	60	0	0	22859	0	10	0	1676	0	0	0	0	82	0	0	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
B093A_1	0	2	49	11	0	0	12	0	0	0	0	0	0	0	1	0	0	0	8	0	3	0	0	0	3731	0	0	4	0	1	1	0	0	0	0	0	0	3	0	9	1	3141	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	82	0	0	0	65	0	118	0	0	0	0	0	0	0	0	0	0	38	0	0	53	0	0	0	28	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	501	0	2	0	0	6047	0	0	0	1	0	47886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	102	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	5404	0	0	0	0	0	0	0	0	9	0	0	273	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	560	209	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	70	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	73	0	0	22570	0	12	0	1793	0	0	0	0	88	0	0	17	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	20	0
B083A_1	0	1	9	50	0	0	4	0	0	0	0	0	0	0	0	0	7	0	416	0	6	0	0	0	4381	0	0	1	0	2	126	0	0	0	0	2	2	11	0	0	0	5310	0	0	1	0	0	0	3	5	0	0	0	0	0	0	0	4265	0	0	0	242	0	6230	0	0	0	0	0	0	0	0	0	0	1264	0	0	154	0	0	0	313	0	0	0	0	0	0	0	3	2	0	138	0	0	0	0	2235	0	18	0	0	1019	0	0	0	0	0	64744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	42	0	3787	0	0	11	0	16	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	328	0	0	37	0	2	0	7	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1990	548	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	257	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	130	0	0	2	0	68	0	358	0	374	0	0	54	0	0	525	7	0	0	0	0	0	0	0	0	0	679	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	2	0
B083A_2	0	1	9	44	0	0	4	0	0	0	0	0	0	0	0	0	6	0	383	0	3	0	0	0	4403	0	0	0	0	3	33	0	0	0	0	4	0	8	0	1	0	5186	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	3886	0	0	0	171	0	6174	0	0	0	0	0	0	0	0	0	0	1218	0	0	149	0	0	0	298	0	0	0	0	0	0	0	3	3	0	126	0	0	1	0	2026	0	18	0	0	544	0	0	0	0	0	63821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	37	0	3607	0	0	11	0	16	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	5	0	0	0	0	0	324	0	0	19	0	2	0	4	0	0	0	0	0	0	1	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1808	354	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	242	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	123	0	0	1	0	64	0	268	0	916	0	0	42	0	0	469	7	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
B039A_2	0	0	4	36	0	0	5	0	0	0	0	0	0	0	0	1	0	0	196	0	3	0	0	0	503	0	0	0	0	0	144	0	0	0	0	1	0	3	0	3962	12	202	7	0	0	0	0	0	2	1	0	0	0	0	0	0	0	5922	3	0	0	1438	0	7264	0	0	0	0	0	0	0	0	0	0	966	0	0	58	0	0	0	67	0	0	0	0	0	0	0	2	0	0	142	0	0	0	0	364	0	1	0	89	1896	0	0	0	0	0	37137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	81	0	1558	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	117	0	0	85	0	0	0	8	0	0	0	0	0	0	0	0	9	0	0	153	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	355	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	97	0	0	0	0	2	0	0	0	0	0	0	0	0	878	0	0	81	0	1166	0	93	0	0	0	0	212	0	0	6	23	0	0	0	0	0	0	38	0	0	111	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	52	0	0	0	0	0	0	11	0
3A_2	0	1	4725	71	0	0	2	0	0	0	0	0	0	0	0	0	0	0	355	0	3	0	0	0	31	0	0	1	0	0	135	0	0	0	0	0	11	127	1	482	1	1765	7	0	0	0	0	0	245	0	0	0	0	0	0	0	0	9966	0	2	0	51695	0	7180	0	0	0	0	0	0	0	0	0	0	1042	0	1	16	0	0	0	610	0	0	0	1	0	0	0	0	0	0	1585	0	0	1	0	4002	0	6759	0	0	597	0	0	0	0	0	2399	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	77	0	1155	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	2	155	0	0	53	0	0	0	0	0	0	0	0	0	0	4	0	225	0	0	147	0	0	0	0	0	0	2	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	121	52	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	161	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	142	0	0	0	0	14	0	0	0	0	0	0	15	0	0	1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	8507	0	2561	0	68	0	9	0	0	735	0	0	75	20	0	0	3	0	0	0	1	0	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	1	0
3A_1	0	1	4829	102	0	0	2	0	0	0	0	0	0	0	0	0	1	0	357	0	3	0	0	6	34	0	0	1	0	1	125	0	0	0	0	0	18	131	1	492	2	1886	13	0	2	0	0	0	261	0	0	0	0	0	0	0	0	11215	0	0	0	58629	0	7134	0	0	0	0	0	0	0	0	0	0	1132	0	1	17	0	0	0	636	0	0	0	2	0	0	0	0	0	0	1837	0	0	0	0	4776	0	6277	0	0	666	0	0	0	0	0	2619	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	108	0	1178	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	164	0	0	39	0	0	0	0	0	0	0	0	0	0	3	0	211	0	0	153	0	0	0	0	0	0	2	0	0	0	2	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	120	53	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	259	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	134	0	0	0	0	14	0	0	0	0	0	0	17	0	0	1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	8719	0	2683	0	67	0	2	0	0	798	0	0	89	22	0	0	0	0	0	0	1	0	1	30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1633	0	0	0	0	0	0	1	0
